time, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42
47.4506, 0.99374, 1.87329, 0.982733, 4.47407, 0.967676, 6.39477, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6.08164e-43, 7.66533e-08, 5.01665e-43, 0, 0, 1.09361, 6.19595e-08, -1.8944e-06, 2.50313e-08, -3.04168e-08, 1.03187, -5.83969e-08, -4.56935e-09, -2.34017e-43, 4.47806e-08, 1.01606, 5.73191e-08, 6.42407e-09, 4.62162e-08, 0, 0, 0, 0, 0.2
47.5005, 0.99374, 1.87329, 0.982733, 4.47416, 0.967676, 6.39477, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6.08164e-43, 7.37467e-08, 5.01665e-43, 0, 0, 1.09361, 6.19595e-08, -1.8944e-06, 2.50313e-08, -3.04168e-08, 1.03187, -5.83969e-08, -4.56944e-09, -2.34017e-43, 4.47806e-08, 1.01606, 5.73191e-08, 6.42407e-09, 4.62826e-08, 0, 0, 0, 0, 0.2
47.5505, 0.99374, 1.87329, 0.982733, 4.47424, 0.967676, 6.39477, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6.08164e-43, 7.6639e-08, 5.01665e-43, 0, 0, 1.09361, 6.19595e-08, -1.8944e-06, 2.50313e-08, -3.04168e-08, 1.03187, -5.83969e-08, -4.56952e-09, -2.34017e-43, 4.47806e-08, 1.01606, 5.73191e-08, 6.42407e-09, 4.63052e-08, 0, 0, 0, 0, 0.2
47.6005, 0.99374, 1.87329, 0.982733, 4.47433, 0.967676, 6.39477, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6.08164e-43, 7.50034e-08, 5.01665e-43, 0, 0, 1.09361, 6.19595e-08, -1.8944e-06, 2.50313e-08, -3.04168e-08, 1.03187, -5.83969e-08, -4.56961e-09, -2.34017e-43, 4.47806e-08, 1.01606, 5.73191e-08, 6.42407e-09, 4.62835e-08, 0, 0, 0, 0, 0.2
47.6504, 0.99374, 1.87329, 0.982733, 4.47441, 0.967676, 6.39477, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6.08164e-43, 7.65585e-08, 5.01665e-43, 0, 0, 1.09361, 6.19595e-08, -1.8944e-06, 2.50313e-08, -3.04168e-08, 1.03187, -5.83969e-08, -4.5697e-09, -2.34017e-43, 4.47806e-08, 1.01606, 5.73191e-08, 6.42407e-09, 4.62181e-08, 0, 0, 0, 0, 0.2
47.7004, 0.99374, 1.87329, 0.982733, 4.4745, 0.967676, 6.39477, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6.08164e-43, 7.42296e-08, 5.01665e-43, 0, 0, 1.09361, 6.19595e-08, -1.8944e-06, 2.50313e-08, -3.04168e-08, 1.03187, -5.83969e-08, -4.56978e-09, -2.34017e-43, 4.47806e-08, 1.01606, 5.73191e-08, 6.42407e-09, 4.61112e-08, 0, 0, 0, 0, 0.2
47.7504, 0.99374, 1.87329, 0.982733, 4.47458, 0.967676, 6.39477, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6.08164e-43, 7.63063e-08, 5.01665e-43, 0, 0, 1.09361, 6.19595e-08, -1.8944e-06, 2.50313e-08, -3.04168e-08, 1.03187, -5.83969e-08, -4.56987e-09, -2.34017e-43, 4.47806e-08, 1.01606, 5.73191e-08, 6.42407e-09, 4.59659e-08, 0, 0, 0, 0, 0.2
47.8004, 0.99374, 1.87329, 0.982733, 4.47467, 0.967676, 6.39477, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6.08164e-43, 7.19567e-08, 5.01665e-43, 0, 0, 1.09361, 6.19595e-08, -1.8944e-06, 2.50313e-08, -3.04168e-08, 1.03187, -5.83969e-08, -4.56996e-09, -2.34017e-43, 4.47806e-08, 1.01606, 5.73191e-08, 6.42407e-09, 4.57865e-08, 0, 0, 0, 0, 0.2
47.8503, 0.99374, 1.87329, 0.982733, 4.47476, 0.967676, 6.39477, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6.08164e-43, 7.6311e-08, 5.01665e-43, 0, 0, 1.09361, 6.19595e-08, -1.8944e-06, 2.50313e-08, -3.04168e-08, 1.03187, -5.83969e-08, -4.57004e-09, -2.34017e-43, 4.47806e-08, 1.01606, 5.73191e-08, 6.42407e-09, 4.55784e-08, 0, 0, 0, 0, 0.2
47.9003, 0.99374, 1.87329, 0.982733, 4.47484, 0.967676, 6.39477, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6.08164e-43, 7.73132e-08, 5.01665e-43, 0, 0, 1.09361, 6.19595e-08, -1.8944e-06, 2.50313e-08, -3.04168e-08, 1.03187, -5.83969e-08, -4.57013e-09, -2.34017e-43, 4.47806e-08, 1.01606, 5.73191e-08, 6.42407e-09, 4.53475e-08, 0, 0, 0, 0, 0.2
47.9503, 0.99374, 1.87329, 0.982733, 4.47493, 0.967676, 6.39477, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6.08164e-43, 7.6339e-08, 5.01665e-43, 0, 0, 1.09361, 6.19595e-08, -1.8944e-06, 2.50313e-08, -3.04168e-08, 1.03187, -5.83969e-08, -4.57022e-09, -2.34017e-43, 4.47806e-08, 1.01606, 5.73191e-08, 6.42407e-09, 4.51007e-08, 0, 0, 0, 0, 0.2
48.0002, 0.99374, 1.87329, 0.982733, 4.47501, 0.967676, 6.39477, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6.08164e-43, 7.71764e-08, 5.01665e-43, 0, 0, 1.09361, 6.19595e-08, -1.8944e-06, 2.50313e-08, -3.04168e-08, 1.03187, -5.83969e-08, -4.57031e-09, -2.34017e-43, 4.47806e-08, 1.01606, 5.73191e-08, 6.42407e-09, 4.48452e-08, 0, 0, 0, 0, 0.2
48.0002, 0.99374, 1.87329, 0.982733, 4.47501, 0.967676, 6.39477, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6.08164e-43, 7.71764e-08, 5.01665e-43, 0, 0, 1.09361, 6.19595e-08, -1.8944e-06, 2.50313e-08, -3.04168e-08, 1.03187, -5.83969e-08, -4.57031e-09, -2.34017e-43, 4.47806e-08, 1.01606, 5.73191e-08, 6.42407e-09, 4.48452e-08, 0, 0, 0, 0, 0.2
48.0502, 0.99374, 1.87329, 0.982733, 4.4751, 0.967676, 6.39477, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6.08164e-43, 7.56283e-08, 5.01665e-43, 0, 0, 1.09361, 6.19595e-08, -1.8944e-06, 2.50313e-08, -3.04168e-08, 1.03187, -5.83969e-08, -4.57039e-09, -2.34017e-43, 4.47806e-08, 1.01606, 5.73191e-08, 6.42407e-09, 4.45884e-08, 0, 0, 0, 0, 0.2
48.1002, 0.99374, 1.87329, 0.982733, 4.47518, 0.967676, 6.39477, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6.08164e-43, 7.87585e-08, 5.01665e-43, 0, 0, 1.09361, 6.19595e-08, -1.8944e-06, 2.50313e-08, -3.04168e-08, 1.03187, -5.83968e-08, -4.57048e-09, -2.34017e-43, 4.47806e-08, 1.01606, 5.73191e-08, 6.42407e-09, 4.43378e-08, 0, 0, 0, 0, 0.2
48.1502, 0.99374, 1.87329, 0.982733, 4.47527, 0.967676, 6.39477, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6.08164e-43, 7.53435e-08, 5.01665e-43, 0, 0, 1.09361, 6.19595e-08, -1.8944e-06, 2.50313e-08, -3.04168e-08, 1.03187, -5.83968e-08, -4.57057e-09, -2.34017e-43, 4.47806e-08, 1.01606, 5.73191e-08, 6.42407e-09, 4.41007e-08, 0, 0, 0, 0, 0.2
48.2001, 0.99374, 1.87329, 0.982733, 4.47535, 0.967676, 6.39477, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6.08164e-43, 7.73216e-08, 5.01665e-43, 0, 0, 1.09361, 6.19595e-08, -1.8944e-06, 2.50313e-08, -3.04168e-08, 1.03187, -5.83968e-08, -4.57065e-09, -2.34017e-43, 4.47806e-08, 1.01606, 5.73191e-08, 6.42407e-09, 4.38838e-08, 0, 0, 0, 0, 0.2
48.2501, 0.99374, 1.87329, 0.982733, 4.47544, 0.967676, 6.39477, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6.08164e-43, 8.00324e-08, 5.01665e-43, 0, 0, 1.09361, 6.19595e-08, -1.8944e-06, 2.50313e-08, -3.04168e-08, 1.03187, 0, 0, -2.34017e-43, 4.47806e-08, 1.01606, 5.73191e-08, 6.42407e-09, 4.36935e-08, 0, 0, 0, 0, 0.2
48.3001, 0.99374, 1.87329, 0.982733, 4.47552, 0.967676, 6.39477, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6.08164e-43, 8.03111e-08, 5.01665e-43, 0, 0, 1.09361, 6.19595e-08, -1.8944e-06, 2.50313e-08, -3.04168e-08, 1.03187, -5.83968e-08, -4.57083e-09, -2.34017e-43, 4.47806e-08, 1.01606, 5.73191e-08, 6.42407e-09, 4.35352e-08, 0, 0, 0, 0, 0.2
48.3501, 0.99374, 1.87329, 0.982733, 4.47561, 0.967676, 6.39477, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6.08164e-43, 8.24976e-08, 5.01665e-43, 0, 0, 1.09361, 6.19595e-08, -1.8944e-06, 2.50313e-08, -3.04168e-08, 1.03187, -5.83968e-08, -4.57091e-09, -2.34017e-43, 4.47806e-08, 1.01606, 5.73191e-08, 6.42407e-09, 4.34134e-08, 0, 0, 0, 0, 0.2
48.4, 0.99374, 1.87329, 0.982733, 4.47569, 0.967676, 6.39477, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6.08164e-43, 8.35538e-08, 5.01665e-43, 0, 0, 1.09361, 6.19595e-08, -1.8944e-06, 2.50313e-08, -3.04168e-08, 1.03187, 0, 0, -2.34017e-43, 4.47806e-08, 1.01606, 5.73191e-08, 6.42407e-09, 4.33316e-08, 0, 0, 0, 0, 0.2
48.45, 0.99374, 1.87329, 0.982733, 4.47578, 0.967676, 6.39477, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6.08164e-43, 7.68788e-08, 5.01665e-43, 0, 0, 1.09361, 6.19595e-08, -1.8944e-06, 2.50313e-08, -3.04168e-08, 1.03187, -5.83968e-08, -4.57109e-09, -2.34017e-43, 4.47806e-08, 1.01606, 5.73191e-08, 6.42407e-09, 4.32921e-08, 0, 0, 0, 0, 0.2
48.5, 0.99374, 1.87329, 0.982733, 4.47586, 0.967676, 6.39477, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6.08164e-43, 8.48168e-08, 5.01665e-43, 0, 0, 1.09361, 6.19595e-08, -1.8944e-06, 2.50313e-08, -3.04168e-08, 1.03187, 0, 0, -2.34017e-43, 4.47806e-08, 1.01606, 5.73191e-08, 6.42407e-09, 4.32959e-08, 0, 0, 0, 0, 0.2
48.5499, 0.99374, 1.87329, 0.982733, 4.47595, 0.967676, 6.39477, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6.08164e-43, 7.67295e-08, 5.01665e-43, 0, 0, 1.09361, 6.19595e-08, -1.8944e-06, 2.50313e-08, -3.04168e-08, 1.03187, -5.83968e-08, -4.57126e-09, -2.34017e-43, 4.47806e-08, 1.01606, 5.73191e-08, 6.42407e-09, 4.33428e-08, 0, 0, 0, 0, 0.2
48.5999, 0.99374, 1.87329, 0.982733, 4.47604, 0.967676, 6.39477, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6.08164e-43, 7.82655e-08, 5.01665e-43, 0, 0, 1.09361, 6.19595e-08, -1.8944e-06, 2.50313e-08, -3.04168e-08, 1.03187, 0, 0, -2.34017e-43, 4.47806e-08, 1.01606, 5.73191e-08, 6.42407e-09, 4.34313e-08, 0, 0, 0, 0, 0.2
48.6499, 0.99374, 1.87329, 0.982733, 4.47612, 0.967676, 6.39477, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6.08164e-43, 8.05592e-08, 5.01665e-43, 0, 0, 1.09361, 6.19595e-08, -1.8944e-06, 2.50313e-08, -3.04168e-08, 1.03187, 0, 0, -2.34017e-43, 4.47806e-08, 1.01606, 5.73191e-08, 6.42407e-09, 4.35589e-08, 0, 0, 0, 0, 0.2
48.6999, 0.99374, 1.87329, 0.982733, 4.47621, 0.967676, 6.39477, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6.08164e-43, 7.70667e-08, 5.01665e-43, 0, 0, 1.09361, 6.19595e-08, -1.8944e-06, 2.50313e-08, -3.04168e-08, 1.03187, 0, 0, -2.34017e-43, 4.47806e-08, 1.01606, 5.73191e-08, 6.42407e-09, 4.37216e-08, 0, 0, 0, 0, 0.2
48.7498, 0.99374, 1.87329, 0.982733, 4.47629, 0.967676, 6.39477, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6.08164e-43, 8.1463e-08, 5.01665e-43, 0, 0, 1.09361, 6.19595e-08, -1.8944e-06, 2.50313e-08, -3.04168e-08, 1.03187, 0, 0, -2.34017e-43, 4.47806e-08, 1.01606, 5.73191e-08, 6.42407e-09, 4.39146e-08, 0, 0, 0, 0, 0.2
48.7998, 0.99374, 1.87329, 0.982733, 4.47638, 0.967676, 6.39477, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6.08164e-43, 8.07237e-08, 5.01665e-43, 0, 0, 1.09361, 6.19595e-08, -1.8944e-06, 2.50313e-08, -3.04168e-08, 1.03187, -5.83968e-08, -4.5717e-09, -2.34017e-43, 4.47806e-08, 1.01606, 5.73191e-08, 6.42407e-09, 4.41324e-08, 0, 0, 0, 0, 0.2
48.8498, 0.99374, 1.87329, 0.982733, 4.47646, 0.967676, 6.39477, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6.08164e-43, 8.07735e-08, 5.01665e-43, 0, 0, 1.09361, 6.19595e-08, -1.8944e-06, 2.50314e-08, -3.04168e-08, 1.03187, 0, 0, -2.34017e-43, 4.47806e-08, 1.01606, 5.73191e-08, 6.42407e-09, 4.43685e-08, 0, 0, 0, 0, 0.2
48.8998, 0.99374, 1.87329, 0.982733, 4.47655, 0.967676, 6.39477, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6.08164e-43, 8.16786e-08, 5.01665e-43, 0, 0, 1.09361, 6.19595e-08, -1.8944e-06, 2.50315e-08, -3.04168e-08, 1.03187, 0, 0, -2.34017e-43, 4.47806e-08, 1.01606, 5.73191e-08, 6.42407e-09, 4.4616e-08, 0, 0, 0, 0, 0.2
48.9497, 0.99374, 1.87329, 0.982733, 4.47663, 0.967676, 6.39477, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6.08164e-43, 7.99806e-08, 5.01665e-43, 0, 0, 1.09361, 6.19595e-08, -1.8944e-06, 2.50316e-08, -3.04168e-08, 1.03187, 0, 0, -2.34017e-43, 4.47806e-08, 1.01606, 5.73191e-08, 6.42407e-09, 4.48677e-08, 0, 0, 0, 0, 0.2
48.9997, 0.99374, 1.87329, 0.982733, 4.47672, 0.967676, 6.39477, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6.08164e-43, 8.22635e-08, 5.01665e-43, 0, 0, 1.09361, 6.19595e-08, -1.8944e-06, 2.50316e-08, -3.04168e-08, 1.03187, 0, 0, -2.34017e-43, 4.47806e-08, 1.01606, 5.73191e-08, 6.42407e-09, 4.51163e-08, 0, 0, 0, 0, 0.2
49.0007, 0.99374, 1.87329, 0.982733, 4.47672, 0.967676, 6.39477, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6.08164e-43, 7.65201e-08, 5.01665e-43, 0, 0, 1.09361, 6.19595e-08, -1.8944e-06, 2.50316e-08, -3.04168e-08, 1.03187, 0, 0, -2.34017e-43, 4.47806e-08, 1.01606, 5.73191e-08, 6.42407e-09, 4.51212e-08, 0, 0, 0, 0, 0.2
49.0007, 0.99374, 1.87329, 0.982733, 4.47672, 0.967676, 6.39477, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6.08164e-43, 7.65201e-08, 5.01665e-43, 0, 0, 1.09361, 6.19595e-08, -1.8944e-06, 2.50316e-08, -3.04168e-08, 1.03187, 0, 0, -2.34017e-43, 4.47806e-08, 1.01606, 5.73191e-08, 6.42407e-09, 4.51212e-08, 0, 0, 0, 0, 0.2
49.0507, 0.99374, 1.87329, 0.982733, 4.47681, 0.967676, 6.39477, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6.08164e-43, 7.3916e-08, 5.01665e-43, 0, 0, 1.09361, 6.19595e-08, -1.8944e-06, 2.50317e-08, -3.04168e-08, 1.03187, 0, 0, -2.34017e-43, 4.47806e-08, 1.01606, 5.73191e-08, 6.42407e-09, 4.53591e-08, 0, 0, 0, 0, 0.2
49.1006, 0.99374, 1.87329, 0.982733, 4.47689, 0.967676, 6.39477, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6.08164e-43, 7.66112e-08, 5.01665e-43, 0, 0, 1.09361, 6.19595e-08, -1.8944e-06, 2.50318e-08, -3.04168e-08, 1.03187, 0, 0, -2.34017e-43, 4.47806e-08, 1.01606, 5.73191e-08, 6.42407e-09, 4.55798e-08, 0, 0, 0, 0, 0.2
49.1506, 0.99374, 1.87329, 0.982733, 4.47698, 0.967676, 6.39477, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6.08164e-43, 7.20695e-08, 5.01665e-43, 0, 0, 1.09361, 6.19595e-08, -1.8944e-06, 2.50319e-08, -3.04168e-08, 1.03187, -5.83967e-08, -4.57231e-09, -2.34017e-43, 4.47806e-08, 1.01606, 5.73191e-08, 6.42407e-09, 4.57766e-08, 0, 0, 0, 0, 0.2
49.2006, 0.99374, 1.87329, 0.982733, 4.47706, 0.967676, 6.39477, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6.08164e-43, 7.70386e-08, 5.01665e-43, 0, 0, 1.09361, 6.19595e-08, -1.8944e-06, 2.5032e-08, -3.04168e-08, 1.03187, 0, 0, -2.34017e-43, 4.47806e-08, 1.01606, 5.73191e-08, 6.42407e-09, 4.59441e-08, 0, 0, 0, 0, 0.2
49.2506, 0.99374, 1.87329, 0.982733, 4.47715, 0.967676, 6.39477, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6.08164e-43, 7.69109e-08, 5.01665e-43, 0, 0, 1.09361, 6.19595e-08, -1.8944e-06, 2.50321e-08, -3.04168e-08, 1.03187, -5.83967e-08, -4.57248e-09, -2.34017e-43, 4.47806e-08, 1.01606, 5.73191e-08, 6.42407e-09, 4.60775e-08, 0, 0, 0, 0, 0.2
49.3005, 0.99374, 1.87329, 0.982733, 4.47723, 0.967676, 6.39477, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6.08164e-43, 7.05555e-08, 5.01665e-43, 0, 0, 1.09361, 6.19595e-08, -1.8944e-06, 2.50322e-08, -3.04168e-08, 1.03187, -5.83967e-08, -4.57257e-09, -2.34017e-43, 4.47806e-08, 1.01606, 5.73191e-08, 6.42407e-09, 4.61728e-08, 0, 0, 0, 0, 0.2
49.3505, 0.99374, 1.87329, 0.982733, 4.47732, 0.967676, 6.39477, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6.08164e-43, 7.85027e-08, 5.01665e-43, 0, 0, 1.09361, 6.19595e-08, -1.8944e-06, 2.50323e-08, -3.04168e-08, 1.03187, 0, 0, -2.34017e-43, 4.47806e-08, 1.01606, 5.73191e-08, 6.42407e-09, 4.62275e-08, 0, 0, 0, 0, 0.2
49.4005, 0.99374, 1.87329, 0.982733, 4.4774, 0.967676, 6.39477, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6.08164e-43, 7.98119e-08, 5.01665e-43, 0, 0, 1.09361, 6.19595e-08, -1.8944e-06, 2.50323e-08, -3.04168e-08, 1.03187, -5.83967e-08, -4.57274e-09, -2.34017e-43, 4.47806e-08, 1.01606, 5.73191e-08, 6.42407e-09, 4.62401e-08, 0, 0, 0, 0, 0.2
49.4505, 0.99374, 1.87329, 0.982733, 4.47749, 0.967676, 6.39477, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6.08164e-43, 8.18848e-08, 5.01665e-43, 0, 0, 1.09361, 6.19595e-08, -1.8944e-06, 2.50323e-08, -3.04168e-08, 1.03187, 0, 0, -2.34017e-43, 4.47806e-08, 1.01606, 5.73191e-08, 6.42407e-09, 4.62102e-08, 0, 0, 0, 0, 0.2
49.5004, 0.99374, 1.87329, 0.982733, 4.47757, 0.967676, 6.39477, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6.08164e-43, 7.47232e-08, 5.01665e-43, 0, 0, 1.09361, 6.19595e-08, -1.8944e-06, 2.50323e-08, -3.04168e-08, 1.03187, -5.83967e-08, -4.57292e-09, -2.34017e-43, 4.47806e-08, 1.01606, 5.73191e-08, 6.42407e-09, 4.61389e-08, 0, 0, 0, 0, 0.2
49.5504, 0.99374, 1.87329, 0.982733, 4.47766, 0.967676, 6.39477, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6.08164e-43, 7.80334e-08, 5.01665e-43, 0, 0, 1.09361, 6.19595e-08, -1.8944e-06, 2.50323e-08, -3.04168e-08, 1.03187, -5.83966e-08, -4.573e-09, -2.34017e-43, 4.47806e-08, 1.01606, 5.73191e-08, 6.42407e-09, 4.60283e-08, 0, 0, 0, 0, 0.2
49.6004, 0.99374, 1.87329, 0.982733, 4.47775, 0.967676, 6.39477, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6.08164e-43, 7.34726e-08, 5.01665e-43, 0, 0, 1.09361, 6.19595e-08, -1.8944e-06, 2.50323e-08, -3.04168e-08, 1.03187, -5.83966e-08, -4.57309e-09, -2.34017e-43, 4.47806e-08, 1.01606, 5.73191e-08, 6.42407e-09, 4.58817e-08, 0, 0, 0, 0, 0.2
49.6503, 0.99374, 1.87329, 0.982733, 4.47783, 0.967676, 6.39477, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6.08164e-43, 7.73814e-08, 5.01665e-43, 0, 0, 1.09361, 6.19595e-08, -1.8944e-06, 2.50323e-08, -3.04168e-08, 1.03187, -5.83966e-08, -4.57318e-09, -2.34017e-43, 4.47806e-08, 1.01606, 5.73191e-08, 6.42407e-09, 4.57035e-08, 0, 0, 0, 0, 0.2
49.7003, 0.99374, 1.87329, 0.982733, 4.47792, 0.967676, 6.39477, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6.08164e-43, 7.7158e-08, 5.01665e-43, 0, 0, 1.09361, 6.19595e-08, -1.8944e-06, 2.50323e-08, -3.04168e-08, 1.03187, -5.83966e-08, -4.57327e-09, -2.34017e-43, 4.47806e-08, 1.01606, 5.73191e-08, 6.42407e-09, 4.54989e-08, 0, 0, 0, 0, 0.2
49.7503, 0.99374, 1.87329, 0.982733, 4.478, 0.967676, 6.39477, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6.08164e-43, 7.56593e-08, 5.01665e-43, 0, 0, 1.09361, 6.19595e-08, -1.8944e-06, 2.50322e-08, -3.04168e-08, 1.03187, -5.83966e-08, -4.57335e-09, -2.34017e-43, 4.47806e-08, 1.01606, 5.73191e-08, 6.42407e-09, 4.5274e-08, 0, 0, 0, 0, 0.2
49.8003, 0.99374, 1.87329, 0.982733, 4.47809, 0.967676, 6.39477, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6.08164e-43, 7.5971e-08, 5.01665e-43, 0, 0, 1.09361, 6.19595e-08, -1.8944e-06, 2.50322e-08, -3.04168e-08, 1.03187, -5.83966e-08, -4.57344e-09, -2.34017e-43, 4.47806e-08, 1.01606, 5.73191e-08, 6.42407e-09, 4.50352e-08, 0, 0, 0, 0, 0.2
49.8502, 0.99374, 1.87329, 0.982733, 4.47817, 0.967676, 6.39477, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6.08164e-43, 7.92297e-08, 5.01665e-43, 0, 0, 1.09361, 6.19595e-08, -1.8944e-06, 2.50322e-08, -3.04168e-08, 1.03187, -5.83966e-08, -4.57353e-09, -2.34017e-43, 4.47806e-08, 1.01606, 5.73191e-08, 6.42407e-09, 4.47896e-08, 0, 0, 0, 0, 0.2
49.9002, 0.99374, 1.87329, 0.982733, 4.47826, 0.967676, 6.39477, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6.08164e-43, 7.63201e-08, 5.01665e-43, 0, 0, 1.09361, 6.19595e-08, -1.8944e-06, 2.50322e-08, -3.04168e-08, 1.03187, -5.83966e-08, -4.57361e-09, -2.34017e-43, 4.47806e-08, 1.01606, 5.73191e-08, 6.42407e-09, 4.45443e-08, 0, 0, 0, 0, 0.2
49.9502, 0.99374, 1.87329, 0.982733, 4.47834, 0.967676, 6.39477, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6.08164e-43, 7.37219e-08, 5.01665e-43, 0, 0, 1.09361, 6.19595e-08, -1.8944e-06, 2.50322e-08, -3.04168e-08, 1.03187, -5.83966e-08, -4.5737e-09, -2.34017e-43, 4.47806e-08, 1.01606, 5.73191e-08, 6.42407e-09, 4.43064e-08, 0, 0, 0, 0, 0.2
50.0001, 0.99374, 1.87329, 0.982733, 4.47843, 0.967676, 6.39477, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6.08164e-43, 7.61284e-08, 5.01665e-43, 0, 0, 1.09361, 6.19595e-08, -1.8944e-06, 2.50322e-08, -3.04168e-08, 1.03187, -5.83966e-08, -4.57379e-09, -2.34017e-43, 4.47806e-08, 1.01606, 5.73191e-08, 6.42407e-09, 4.40829e-08, 0, 0, 0, 0, 0.2
50.0001, 0.99374, 1.87329, 0.982733, 4.47843, 0.967676, 6.39477, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6.08164e-43, 7.61284e-08, 5.01665e-43, 0, 0, 1.09361, 6.19595e-08, -1.8944e-06, 2.50322e-08, -3.04168e-08, 1.03187, -5.83966e-08, -4.57379e-09, -2.34017e-43, 4.47806e-08, 1.01606, 5.73191e-08, 6.42407e-09, 4.40829e-08, 0, 0, 0, 0, 0.2
50.0501, 0.99374, 1.87329, 0.982733, 4.47851, 0.967676, 6.39477, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6.08164e-43, 7.14475e-08, 5.01665e-43, 0, 0, 1.09361, 6.19595e-08, -1.8944e-06, 2.50322e-08, -3.04168e-08, 1.03187, -5.83966e-08, -4.57387e-09, -2.34017e-43, 4.47806e-08, 1.01606, 5.73191e-08, 6.42407e-09, 4.38801e-08, 0, 0, 0, 0, 0.2
